225
-0.285714	-0.857143	10.314798
-0.285714	-0.714286	3.609249
-0.285714	-0.571429	1.889439
-0.285714	-0.428571	3.079046
-0.285714	-0.285714	5.372470
-0.285714	-0.142857	2.332568
-0.285714	0.000000	3.227011
-0.285714	0.142857	-0.652053
-0.285714	0.285714	2.669719
-0.285714	0.428571	0.506885
-0.285714	0.571429	1.406045
-0.285714	0.714286	-2.402275
-0.285714	0.857143	6.314367
-0.285714	1.000000	4.255476
-0.142857	-1.000000	9.660530
-0.142857	-0.857143	7.175651
-0.142857	-0.714286	6.115279
-0.142857	-0.571429	3.465627
-0.142857	-0.428571	1.095126
-0.142857	-0.285714	3.557634
-0.142857	-0.142857	2.269294
-0.142857	0.000000	1.259128
-0.142857	0.142857	1.307087
-0.142857	0.285714	3.209381
-0.142857	0.428571	5.810258
-0.142857	0.571429	1.488509
-0.142857	0.714286	0.873879
-0.142857	0.857143	-2.094500
-0.142857	1.000000	-1.948473
0.000000	-1.000000	-0.750810
0.000000	-0.857143	-3.141985
0.000000	-0.714286	0.249638
0.000000	-0.571429	5.268370
0.000000	-0.428571	3.724074
0.000000	-0.285714	3.719931
0.000000	-0.142857	2.322931
0.000000	0.000000	1.669645
0.000000	0.142857	1.945097
0.000000	0.285714	-0.178903
0.000000	0.428571	1.045897
0.000000	0.571429	3.124811
0.000000	0.714286	-0.917227
0.000000	0.857143	2.800224
0.000000	1.000000	10.997012
0.142857	-1.000000	0.327036
0.142857	-0.857143	3.192723
0.142857	-0.714286	10.706268
0.142857	-0.571429	5.182565
0.142857	-0.428571	2.517662
0.142857	-0.285714	3.912477
0.142857	-0.142857	4.569057
0.142857	0.000000	3.729099
0.142857	0.142857	2.206209
0.142857	0.285714	4.352955
0.142857	0.428571	3.010637
0.142857	0.571429	1.610126
0.142857	0.714286	6.398180
0.142857	0.857143	3.515553
0.142857	1.000000	-1.133166
0.285714	-1.000000	13.598859
0.285714	-0.857143	5.629594
0.285714	-0.714286	5.586101
0.285714	-0.571429	3.465548
0.285714	-0.428571	3.789307
0.285714	-0.285714	-0.454956
0.285714	-0.142857	1.903377
0.285714	0.000000	3.220296
0.285714	0.142857	3.062745
0.285714	0.285714	0.004733
0.285714	0.428571	4.745628
0.285714	0.571429	5.753960
0.285714	0.714286	11.889073
0.285714	0.857143	5.533562
0.285714	1.000000	4.150791
0.428571	-1.000000	4.013120
0.428571	-0.857143	2.670771
0.428571	-0.714286	4.881988
0.428571	-0.571429	4.619851
0.428571	-0.428571	2.858844
0.428571	-0.285714	6.581174
0.428571	-0.142857	4.732800
0.428571	0.000000	5.434459
0.428571	0.142857	3.066859
0.428571	0.285714	3.417337
0.428571	0.428571	6.850948
0.428571	0.571429	4.093558
0.428571	0.714286	2.573134
0.428571	0.857143	12.935002
0.428571	1.000000	5.827141
0.571429	-1.000000	5.783108
0.571429	-0.857143	4.421231
0.571429	-0.714286	8.473983
0.571429	-0.571429	5.437689
0.571429	-0.428571	3.498735
0.571429	-0.285714	2.525057
0.571429	-0.142857	6.129340
0.571429	0.000000	4.546137
0.571429	0.142857	3.154988
0.571429	0.285714	3.679430
0.571429	0.428571	3.550902
0.571429	0.571429	7.808014
0.571429	0.714286	4.679235
0.571429	0.857143	8.518691
0.571429	1.000000	-0.177282
0.714286	-1.000000	9.107420
0.714286	-0.857143	4.332070
0.714286	-0.714286	-1.496450
0.714286	-0.571429	6.896033
0.714286	-0.428571	7.027079
0.714286	-0.285714	-0.333392
0.714286	-0.142857	5.239977
0.714286	0.000000	3.293828
0.714286	0.142857	2.775555
0.714286	0.285714	3.453564
0.714286	0.428571	7.975947
0.714286	0.571429	9.434808
0.714286	0.714286	6.151552
0.714286	0.857143	5.250814
0.714286	1.000000	-0.951302
0.857143	-1.000000	8.815180
0.857143	-0.857143	1.384888
0.857143	-0.714286	0.565068
0.857143	-0.571429	7.312585
0.857143	-0.428571	8.454474
0.857143	-0.285714	-0.079485
0.857143	-0.142857	1.948423
0.857143	0.000000	4.678286
0.857143	0.142857	5.156105
0.857143	0.285714	-0.048297
0.857143	0.428571	8.193720
0.857143	0.571429	7.458209
0.857143	0.714286	8.550125
0.857143	0.857143	2.072534
0.857143	1.000000	9.112722
1.000000	-1.000000	2.349959
1.000000	-0.857143	3.020036
1.000000	-0.714286	9.782410
1.000000	-0.571429	3.803244
1.000000	-0.428571	13.503195
1.000000	-0.285714	5.947504
1.000000	-0.142857	2.056732
1.000000	0.000000	11.944130
1.000000	0.142857	4.470792
1.000000	0.285714	4.568290
1.000000	0.428571	-6.946784
1.000000	0.571429	4.601158
1.000000	0.714286	12.325134
1.000000	0.857143	3.219746
1.000000	1.000000	11.828441
